uniqueID,rating,usefulCount
225775,10,41
68412,7,1
28898,10,13
170146,9,25
57137,10,142
173112,10,31
224041,9,5
166983,9,3
133232,5,0
1103,9,110
72195,9,20
197824,9,4
36268,8,12
206605,8,28
165916,10,7
227136,8,29
32246,1,3
80198,10,21
115012,10,52
159489,4,1
121298,1,24
217603,9,20
137706,8,11
15765,3,0
24509,10,42
107693,5,1
50635,9,37
33395,2,3
133845,1,31
4554,7,25
214067,1,5
188073,7,17
118748,1,44
118795,9,90
168672,3,15
24298,8,68
46619,10,5
186587,7,175
98320,9,0
156401,10,4
195537,3,4
230361,7,40
106078,8,66
104260,8,8
17953,9,3
83706,10,171
117213,2,8
29210,6,9
145099,1,9
96970,10,14
37351,8,36
164015,10,10
99363,10,3
72178,9,73
190911,9,63
140329,10,11
112356,1,40
51992,8,37
104100,10,5
207893,8,15
214843,10,19
167823,9,58
22756,10,150
17131,9,101
126217,10,70
71206,10,117
29756,4,14
194346,1,11
175354,2,1
191287,10,6
70362,7,15
103669,1,21
219262,10,59
85190,9,10
201089,4,16
20355,2,0
161518,3,14
34603,4,2
187531,2,5
211618,10,16
130982,1,470
69918,8,20
187562,9,30
188119,8,38
116135,8,8
134925,10,61
123696,1,2
162181,1,157
112931,10,0
82840,10,58
114731,9,86
26463,3,12
227344,1,3
152480,10,26
130786,3,0
38072,1,11
81626,10,12
176057,10,15
123346,7,5
107567,10,2
21389,8,2
154831,5,0
145518,10,69
28807,8,20
92082,9,68
94171,9,48
155506,10,30
30163,9,51
204329,3,21
208349,10,5
32998,2,8
212684,10,38
187972,10,4
89158,7,62
187715,10,28
224859,10,145
30417,10,84
10478,9,5
59972,1,9
34908,10,15
79437,10,24
9061,10,31
137998,7,1
45774,3,3
7953,9,32
92592,10,66
156591,1,12
25584,3,20
87535,7,9
53673,6,15
24171,10,16
97320,6,35
100825,9,35
219535,9,5
81176,3,10
105726,7,22
182710,3,8
109035,1,4
116614,7,0
217400,10,20
184770,6,0
203523,9,4
189422,9,27
37359,8,28
33815,1,6
60892,10,6
35380,10,42
159532,8,13
139178,10,50
129061,10,13
32615,10,13
58718,2,6
148790,1,2
203871,1,16
212539,8,6
177996,1,32
154285,6,22
33923,2,5
61402,10,206
221103,10,14
30750,1,4
209020,1,3
80264,10,10
210901,10,44
28121,10,77
66762,9,24
98350,9,5
189698,10,42
56849,9,46
162715,10,0
218532,10,2
106428,7,8
61511,1,8
101714,1,4
96811,8,25
51100,8,9
218632,1,3
13171,7,12
164009,3,7
38813,9,76
134165,1,18
36834,8,7
194727,8,4
161188,9,44
34471,10,11
165298,10,113
221053,1,4
148989,9,12
215610,1,6
116000,7,48
212446,10,73
115738,5,283
220353,4,62
12887,7,17
94677,2,10
114107,2,89
173111,10,28
124031,5,1
126410,9,59
61207,10,32
97581,8,7
169744,2,46
185981,5,5
216769,8,90
138923,8,7
178597,4,17
50289,10,199
148728,10,8
135893,10,4
38995,8,27
11713,3,67
49422,2,1
37729,10,182
33854,10,9
62983,10,31
39589,9,23
109920,1,2
128788,10,91
59600,1,0
221482,10,13
34020,6,16
6703,1,3
52042,10,212
188701,9,6
151305,10,134
31769,3,11
19076,3,28
179410,9,36
9532,1,5
165657,5,3
201205,5,11
153732,7,11
195429,7,2
173580,8,38
212161,10,9
138646,5,1
184605,10,46
189119,9,5
75490,2,6
222923,10,3
144633,8,4
153744,4,19
211529,7,5
79066,5,4
144905,10,6
90693,1,1
168284,10,12
188570,9,0
217916,8,15
7333,1,11
10544,10,36
66244,1,9
72037,10,121
193405,10,34
140520,10,13
25898,8,73
26515,10,10
71586,6,13
126657,10,10
134107,5,8
123828,10,1
136884,10,7
32471,4,75
75032,5,14
171383,9,57
18789,10,12
145619,8,19
163923,3,24
188502,5,4
118413,10,75
122708,6,19
130482,8,9
3379,8,5
188937,9,101
225533,9,124
92623,9,69
196510,10,30
10803,4,6
29834,7,29
107380,9,0
148200,3,32
397,1,4
117061,1,20
42798,9,6
161682,8,49
170366,10,36
126043,10,80
212590,6,57
7744,10,193
73784,2,25
227574,2,1
20802,7,32
12695,3,35
54827,9,30
230865,9,38
30138,10,23
151470,10,34
43861,10,5
199520,9,5
200490,1,12
55376,10,13
107359,10,0
113326,5,5
216650,9,9
156004,8,38
25718,8,29
229124,10,0
179369,1,30
228992,10,44
30262,10,15
56334,8,41
147206,10,61
172392,8,16
53941,9,18
156605,10,18
100563,9,5
207508,10,26
130195,9,48
130146,8,33
2007,2,7
38334,9,15
49123,4,4
229977,10,0
165941,8,1
178305,1,126
165661,1,4
172669,2,3
140376,1,0
113211,2,8
163087,10,7
216749,4,62
30240,9,67
227414,10,11
43103,3,3
82704,8,25
106348,10,12
126177,2,23
190388,10,1
39162,9,12
200959,1,32
150524,2,5
224491,8,48
126461,7,7
186989,10,55
129764,2,11
171089,5,27
213907,6,5
115535,5,7
154728,5,4
188049,10,76
195598,8,7
199346,9,12
122574,10,22
227829,10,1
166987,9,0
25309,10,24
132762,1,5
80638,8,7
50870,9,1
17352,8,36
68632,1,8
34741,4,2
232090,1,5
62863,9,163
162419,10,0
174909,10,101
100025,3,0
123041,9,19
140747,8,39
156099,10,9
132389,10,24
105981,4,19
107191,9,0
77080,10,50
18206,8,2
57361,10,58
64431,5,12
110546,9,4
23862,9,37
211368,9,104
49991,7,18
22471,2,0
176789,2,5
121277,10,30
227160,7,10
17034,10,25
227453,9,8
62702,9,4
1509,9,11
177493,8,21
80181,10,81
104625,10,3
101806,5,16
203339,9,9
171477,10,88
30055,10,70
86886,5,11
4295,7,43
206328,10,13
143879,8,6
150983,10,40
68056,9,3
23079,8,25
225323,9,34
90920,8,32
89598,10,43
165170,10,64
163112,10,9
40284,9,114
142359,1,3
112793,8,6
64412,6,3
14506,10,12
154003,10,63
219238,6,4
172335,8,15
187081,9,2
91416,10,154
79804,10,117
20412,1,44
28468,9,54
208883,9,31
158891,4,1
136295,10,54
145757,10,113
133153,10,25
120712,9,108
66767,9,39
143677,1,16
136847,8,33
179881,9,8
139104,10,30
85903,10,8
204956,9,5
63415,10,8
134426,9,41
152492,3,17
197618,7,1
202285,10,14
86994,1,6
4802,9,152
155314,8,20
218629,9,13
91928,9,65
222419,10,3
73095,7,11
205009,9,27
217483,10,22
7211,10,23
50494,5,191
79538,10,18
209533,10,44
202094,7,9
214939,5,10
152601,10,29
118961,9,66
219390,10,85
44696,10,154
60188,10,2
95684,10,116
193291,9,30
185033,10,33
59232,10,16
529,4,1
200112,10,0
150706,5,14
85659,10,18
52745,10,69
193875,9,7
93602,5,19
175168,10,46
152748,1,0
124012,7,1
84706,1,17
206282,10,12
190442,10,0
53054,10,3
104856,9,4
52701,9,43
76499,9,22
50864,5,4
208039,9,17
75034,3,39
187296,10,9
30641,1,3
96242,9,38
22374,9,1
2687,9,9
87960,3,21
151909,10,16
124803,3,0
115352,1,10
13738,8,52
135039,10,12
3869,10,11
203435,10,47
32078,10,64
119135,10,381
158263,1,18
35280,10,16
211074,10,63
27993,4,23
196995,8,29
61217,7,11
111485,1,10
63205,1,3
136213,10,14
123349,10,5
28930,9,12
121782,9,22
16149,1,3
91574,9,62
196734,10,5
106619,4,5
204138,8,2
170800,10,43
133358,4,10
200261,10,61
172908,10,66
40785,8,23
223378,9,42
76408,10,16
20066,6,7
16153,9,14
158644,8,7
97625,9,5
188514,10,11
151700,10,22
148754,10,4
138001,4,2
101871,10,7
89678,9,28
54076,8,49
78856,10,3
202659,3,82
231298,9,4
132833,1,5
99417,8,5
27207,1,2
210631,7,16
139813,9,13
72877,1,3
73486,6,11
48261,10,19
176667,1,34
231087,8,109
229566,9,27
129702,10,24
215216,10,69
42015,8,9
135664,10,12
118803,7,52
148704,5,3
142562,8,12
26533,9,9
20920,10,6
76913,10,22
206768,10,110
51119,8,2
31578,1,8
41072,8,55
208259,10,5
70682,10,3
1451,5,11
82720,7,11
20282,9,9
114764,8,49
212895,6,55
84841,1,0
123559,8,0
88387,9,9
13277,5,4
127805,10,15
174837,10,62
156323,10,71
98290,2,2
157589,9,10
130123,10,43
197394,6,21
201233,9,107
95884,9,36
150577,1,2
144520,10,5
172485,9,63
186129,10,27
34645,10,19
134632,8,8
213219,10,17
198815,10,7
4674,10,42
113958,10,29
186354,4,13
209920,8,42
212999,10,81
85641,5,6
122186,6,28
145808,9,73
36343,8,11
4689,9,19
123877,10,6
77270,10,49
81878,9,33
89505,8,44
229690,8,96
230416,2,14
63534,9,6
53084,10,37
120955,9,5
186274,1,31
35310,1,55
82943,9,59
170973,10,38
92789,8,8
194486,3,36
180762,1,9
171537,2,98
105661,9,17
113940,1,68
229083,10,32
91005,8,19
64185,10,15
76321,9,69
205577,8,21
6226,2,20
180280,1,5
129342,3,4
109472,10,0
5892,7,35
156798,10,15
5508,10,8
6784,10,23
198973,1,11
158976,5,5
223809,8,36
209624,1,20
41458,10,8
192610,2,6
168482,1,3
8139,1,7
171469,9,117
24709,10,90
162917,10,24
148779,5,2
162210,10,27
125144,10,2
172111,3,23
185570,9,32
223943,9,0
135854,9,15
46529,1,1
6923,9,9
114257,10,30
154365,6,18
35070,5,5
57881,3,10
205048,10,12
110511,5,1
3954,9,3
68292,9,28
174759,5,27
159740,8,0
183709,7,23
132352,9,12
140973,6,38
118270,5,41
76100,3,3
75897,10,124
102361,7,8
36720,10,12
184514,1,38
115461,10,41
50107,10,80
108793,2,2
122952,1,3
222655,1,35
120498,6,26
14253,9,114
181495,6,51
102672,10,6
115019,9,156
82573,6,19
89107,10,63
4820,10,118
76802,1,11
163225,9,31
151105,10,56
112524,6,23
92509,10,40
104598,8,3
58183,9,20
38581,10,8
51168,1,3
189157,10,26
48196,1,5
164032,1,17
12455,7,8
188836,10,13
224712,10,21
153302,8,59
115379,10,9
26056,1,0
78659,10,62
156636,9,17
18752,5,6
67240,10,9
25477,9,56
162899,8,86
201817,4,7
102296,3,2
18044,10,2
88462,5,20
135331,10,0
126282,10,32
222155,9,51
103631,8,32
66561,3,21
194876,3,3
157182,9,159
35637,9,24
132464,1,6
130128,10,110
133458,7,9
226894,4,18
227090,9,11
104741,1,3
100932,10,72
145894,8,69
213276,2,14
93254,1,32
9772,9,13
158325,1,33
165795,2,4
49653,2,2
163349,9,7
12696,7,10
61403,1,1
186391,9,8
194411,10,44
11511,9,52
86676,10,17
216364,1,26
196468,9,91
24963,10,65
65374,9,0
151474,10,11
53924,10,116
138373,10,32
208008,4,8
135590,3,27
183799,10,70
161077,10,30
52442,10,82
150312,10,0
41569,8,3
62844,3,11
144919,5,8
108431,10,30
74917,4,61
149731,10,1
167688,10,19
42897,7,3
146692,8,155
225068,10,76
50712,7,40
184234,9,26
182059,3,7
205988,8,18
226679,3,7
187608,1,2
186343,9,5
111220,10,10
113740,10,8
70407,6,12
123627,7,3
65275,6,5
127894,10,24
16856,9,23
573,9,9
86226,10,5
25814,10,18
101319,9,2
158137,10,3
139537,2,59
221928,10,2
69870,1,33
208451,9,5
57390,8,17
131307,3,5
151447,5,7
170060,10,12
164233,1,14
197644,7,6
133441,7,7
51690,10,37
191217,9,1
150787,10,47
15825,5,6
220297,9,122
63440,10,9
175766,2,22
137772,3,35
132089,9,14
229553,3,27
24628,8,11
225341,1,11
83354,5,21
15332,3,7
197453,10,384
28351,10,24
36222,1,5
139601,1,18
184097,9,55
56527,10,0
92617,10,7
96918,1,5
117580,3,11
136793,10,33
19032,10,130
180680,9,28
216187,9,3
123004,9,14
231564,3,19
107437,10,1
30378,8,69
126350,10,28
122685,9,48
26929,10,41
197227,10,92
24153,10,36
56297,3,39
181391,6,38
192273,2,2
194919,7,23
71182,1,18
105122,10,37
155012,2,16
152978,9,7
44500,1,19
199258,1,8
207934,8,21
35817,7,26
220057,9,44
223949,1,10
103846,10,8
117071,1,21
70163,4,10
9539,10,7
48885,4,2
139150,8,3
221271,9,0
159505,4,1
84471,10,3
75569,9,113
128091,8,7
26410,1,15
41235,9,20
94782,1,38
107099,9,2
61443,2,4
154640,1,10
150052,10,86
70379,9,6
57592,2,9
57587,8,16
201861,10,18
214617,10,146
143352,10,18
65729,7,11
231867,8,73
198008,10,77
131692,8,14
76673,8,1
187711,6,24
199405,3,7
90585,10,13
169443,8,2
142502,10,12
85533,10,13
173976,10,0
124230,7,0
205712,10,8
1273,5,8
67714,10,5
55827,10,79
580,3,13
144834,1,4
100879,10,174
57664,10,48
116050,10,36
230113,8,1
151062,10,16
166195,10,6
197190,5,64
90183,10,10
135799,9,65
214367,1,7
231258,9,31
129950,10,29
52277,10,33
99084,8,17
90960,8,16
6492,9,1
8349,10,9
29753,10,33
105524,10,2
132064,10,49
223121,7,10
222856,10,58
231694,9,70
101552,8,16
207935,10,23
12892,8,16
90847,10,56
174063,10,83
120304,2,12
106394,8,2
13785,10,2
114795,8,67
146758,1,9
212746,10,27
145622,9,49
95937,9,88
142533,8,1
54772,1,11
160675,10,184
178153,8,13
148373,9,0
228235,7,2
15621,8,4
166692,3,6
89070,9,23
72257,9,18
160474,5,8
65134,9,12
98876,9,4
8988,6,7
114029,5,92
103842,7,4
178407,8,83
13507,10,79
958,9,65
165926,10,4
71832,10,14
117413,3,21
12816,9,64
697,9,8
153980,10,66
88979,10,17
180522,9,21
92778,4,4
230621,2,4
16152,1,8
116171,4,2
87686,7,33
200714,9,7
203158,10,72
26781,1,9
110987,8,3
107419,1,5
231224,4,21
53804,10,18
118617,10,21
165405,8,7
127255,7,10
178010,5,54
32930,9,3
60760,9,30
147725,1,2
55080,10,20
213893,10,6
51759,1,8
88918,10,5
205352,9,34
205319,10,42
213788,10,0
54418,1,0
227845,10,0
71703,10,24
226879,6,17
50895,8,4
118729,1,0
132551,10,36
75967,10,30
136319,8,11
90338,7,3
75738,1,13
136470,9,8
4357,9,18
157962,9,18
124574,10,9
230304,9,19
178118,1,20
49606,3,8
104273,7,11
100915,9,140
184242,1,8
36763,4,65
142989,1,7
106044,10,19
153018,8,22
159517,10,42
46525,10,5
170387,8,10
58604,10,185
21103,10,22
46706,7,0
84419,6,4
227830,10,0
11252,9,13
175495,10,13
109765,1,13
119172,7,8
140390,9,6
218169,5,8
167969,1,5
144427,5,0
985,9,36
43250,10,93
216755,6,75
38016,10,29
172473,9,18
206257,9,4
114358,9,13
50293,10,42
191132,7,48
229919,10,61
58861,10,12
168668,9,27
88705,1,28
90261,10,6
97010,9,45
97194,4,7
223233,10,20
75239,6,25
106107,7,13
638,5,47
173764,10,53
81385,9,30
43189,10,10
199018,3,8
149620,10,5
3782,10,41
89127,10,86
116117,6,9
16437,1,6
126940,10,1
11544,10,24
89157,2,26
133265,10,6
71516,10,4
40814,1,1
4603,1,17
162928,6,10
24173,10,42
70880,10,27
155067,8,4
23131,5,23
62620,8,21
179074,5,1
162811,8,12
23464,10,20
61057,10,0
31986,7,8
19450,9,24
84308,9,8
12040,9,37
178022,1,16
184306,9,54
168790,8,57
96236,10,63
143947,9,6
99793,8,14
195351,8,25
14692,10,45
50072,5,28
45053,6,40
140437,1,11
185551,9,51
86494,6,7
31489,3,1
199218,5,8
134127,9,6
21397,1,8
163821,9,48
45625,8,210
66684,6,11
203655,10,6
227628,6,0
42886,2,1
77200,9,80
6141,7,2
51880,9,17
110625,4,1
144944,2,0
175274,10,69
58180,8,8
176844,1,7
54668,7,3
85952,9,36
174453,2,141
220060,10,57
180203,2,8
63087,9,40
64386,10,302
60295,10,0
188787,9,21
50931,1,4
143265,4,4
73182,3,32
191411,7,13
11103,5,0
84217,3,2
158271,1,14
185016,10,3
36835,7,4
58145,10,32
54152,9,1
218352,1,7
144284,1,7
97178,7,12
138860,8,1
210423,10,61
133194,10,4
229105,9,1
110789,10,4
141998,3,10
219434,6,17
136416,1,9
122499,8,21
104717,7,0
103221,1,3
16584,5,4
128841,10,155
72202,6,41
161484,7,20
146554,10,35
96160,9,42
12904,10,97
232044,1,57
192654,2,16
208116,6,9
166140,5,3
172368,10,13
51918,10,73
67744,10,2
23368,10,37
136224,10,8
126420,7,33
125289,4,5
177081,2,22
26603,5,1
225685,2,20
44747,10,86
135180,10,65
134828,9,36
63152,10,8
86721,10,20
104220,5,12
216767,2,83
104085,8,4
178853,5,23
231158,10,10
162562,10,5
131830,10,33
225527,5,5
142838,10,2
74191,3,17
3940,6,2
195344,2,41
190991,8,17
115816,10,34
50092,9,86
124400,7,1
192583,6,6
68605,1,2
31228,1,5
108542,7,64
179812,9,10
134849,2,8
148055,1,1
218020,8,253
95794,7,64
164484,9,16
79251,10,33
195388,9,24
86692,10,0
42285,10,35
119372,10,22
74084,9,19
213476,10,57
57498,9,15
537,10,17
178309,1,39
34273,10,33
191668,7,18
106310,5,2
31374,1,7
180909,10,4
73510,9,18
73746,2,16
18290,1,34
194885,10,1
144825,1,8
14756,1,0
214330,1,12
206863,9,4
22001,10,46
226985,10,10
185343,5,10
211853,8,55
24815,1,14
161971,8,7
55907,7,31
5414,10,13
209692,8,12
130390,8,56
59549,10,23
19741,9,31
228528,1,15
191625,10,24
231406,10,10
166570,10,3
77387,3,48
10615,1,1
228456,1,3
179895,10,13
203756,1,9
79755,10,50
177813,8,55
188268,10,3
171425,1,27
71256,9,5
22721,1,2
83242,9,48
49476,1,8
223341,8,8
116277,1,9
230146,7,2
46950,8,85
52678,10,117
100553,9,13
85513,5,6
51469,10,59
139306,2,6
139457,8,22
99602,1,3
34596,2,3
198234,10,75
108189,8,12
5503,10,4
154680,8,6
42066,6,3
152116,1,13
9331,2,3
72189,7,35
96366,9,55
109122,3,8
157315,6,1
132066,9,66
111499,8,81
216987,8,43
45794,9,270
188716,9,12
159256,8,5
42310,8,43
169115,10,29
78309,8,14
108354,10,36
127184,1,24
80446,9,169
202944,1,2
162689,6,45
117709,10,165
90115,1,8
210614,10,16
206153,10,91
139710,10,19
46134,10,10
36027,8,17
212586,8,40
170602,8,16
99451,1,2
210644,1,4
168251,2,9
95083,9,39
224621,10,46
33083,1,4
160275,10,121
73919,5,0
177845,7,61
164845,10,45
65151,2,33
2051,7,10
129315,9,2
216397,7,25
22768,6,4
81208,10,8
85296,1,2
144963,3,6
186147,7,1
58825,10,73
164275,10,14
135842,8,17
21216,7,26
205328,3,6
78819,10,134
102616,8,0
176138,10,12
229872,9,159
229113,10,67
34939,1,0
93573,9,9
45058,1,8
68413,10,6
39254,9,26
153390,8,21
149807,5,1
81919,1,20
84733,8,4
126004,1,41
168646,10,19
199581,9,21
111928,1,4
15743,2,8
49018,8,7
200443,10,8
47386,10,44
196062,2,54
201468,10,41
92612,10,5
219226,9,4
126878,10,53
136936,1,3
198368,7,7
103011,1,18
123042,9,32
90037,8,24
112089,8,22
156615,8,28
182001,8,35
201699,1,38
25006,5,98
53470,9,61
70422,10,7
199639,8,9
177455,8,25
140902,5,21
219719,1,1
5358,3,3
162422,5,5
76297,10,84
136014,10,58
216969,10,41
144034,10,6
22619,1,10
43603,10,116
107190,9,0
19342,10,18
155119,9,4
138582,10,46
215591,1,1
50271,9,15
54464,9,30
74116,6,2
91681,10,14
134176,3,1
202632,10,53
30724,1,13
50418,10,199
19148,8,2
192609,9,8
117484,1,6
128510,9,21
97165,4,16
148610,1,6
66912,10,39
71495,7,8
220447,10,1
175687,1,16
95080,2,38
203522,2,21
79696,7,17
47795,9,25
2496,1,6
29022,6,15
223352,8,13
169659,6,20
122176,5,22
181344,8,54
163285,10,14
201401,9,184
27628,10,8
159917,10,34
107565,10,251
220426,9,0
35066,1,15
119274,2,13
127428,4,2
113554,1,13
98906,10,6
44135,9,1
197698,8,12
130004,9,15
174967,6,39
121731,10,11
63557,1,6
150590,8,8
74441,2,5
208289,9,4
206292,9,4
40233,8,60
165445,10,3
185986,6,7
163105,1,18
86821,1,2
139361,8,22
77888,5,33
77741,8,12
117806,1,2
207477,10,24
141941,9,272
153900,8,7
82639,8,21
150873,8,30
207733,9,3
79898,7,0
181657,10,193
228356,2,17
68168,9,8
120920,1,2
54518,8,6
33867,1,8
175974,1,9
116829,9,59
84299,8,1
34646,7,4
208486,10,74
106978,6,3
213858,7,6
165938,9,9
204129,4,14
61690,8,11
185512,1,13
33616,8,38
102203,9,18
223239,10,53
27466,4,28
59788,3,11
30649,1,7
98143,1,1
210177,8,21
69158,8,39
19954,10,24
17733,3,6
88966,3,7
227093,8,9
25241,10,102
212560,10,87
154397,3,1
11589,9,55
147649,7,36
21131,5,5
107125,10,5
228609,10,14
154557,3,1
71152,10,13
12637,10,28
133369,10,10
130524,9,19
19297,4,48
136352,1,20
120572,5,5
19887,1,19
7149,4,0
154933,10,23
186206,2,22
207483,9,25
134412,9,39
66629,4,14
192955,8,3
188656,10,12
203390,10,15
146327,10,30
199201,1,7
20854,6,11
58779,7,9
200836,10,6
228109,7,5
122100,6,21
86593,6,27
219814,3,36
161030,9,13
44935,3,1
36331,10,49
166119,1,5
133083,5,4
166418,5,7
218646,9,8
113786,2,3
194376,3,75
110306,7,5
93868,2,34
227135,5,6
29189,4,31
23659,10,75
7276,10,0
177585,9,47
158669,8,2
24443,8,10
50597,8,59
177724,1,28
24114,7,21
213927,1,8
57360,9,83
53698,10,8
229734,9,43
166555,6,7
35676,10,27
181693,7,40
68758,6,4
186205,9,39
13696,9,14
198382,8,14
158888,3,3
51193,9,8
16441,4,4
169846,9,80
57659,10,7
185841,1,18
134261,8,18
88701,9,18
131664,2,25
8424,9,75
121271,6,15
39978,10,4
168897,8,49
51065,10,2
37388,9,17
142886,3,6
172507,10,69
99564,10,21
186742,8,94
43650,1,16
61355,8,4
216912,1,23
11198,2,0
128064,8,14
91921,9,32
33945,7,10
23745,10,15
104315,9,3
118361,10,121
93578,1,23
18767,6,20
123118,1,12
177193,1,3
116211,9,26
213314,7,25
36062,6,12
58842,10,27
123045,9,17
159766,10,2
171757,1,29
29534,3,12
61500,4,7
214388,1,4
135804,8,48
179128,1,6
227571,5,2
101120,1,32
26572,9,7
125471,8,21
9763,9,1
84319,1,6
133872,4,15
202736,8,65
51852,9,43
212256,10,9
176266,10,20
192324,8,9
218181,4,40
213790,10,1
53365,9,62
163330,5,7
22858,9,5
94094,7,26
223236,9,12
23972,10,25
208854,9,21
43252,8,50
76059,8,17
144539,2,4
94361,8,88
183904,10,12
128880,10,26
38924,5,13
53208,2,2
41300,8,67
109134,5,1
189679,9,7
130364,9,22
99109,9,8
139200,10,163
201045,10,13
143994,3,3
96935,9,30
217773,1,15
56825,4,47
38250,1,2
192711,9,13
159727,8,44
16117,2,1
216578,9,23
184896,1,45
111419,2,28
201218,5,17
214171,1,1
56889,9,35
100917,10,101
94122,10,60
160574,8,25
207548,7,10
120958,4,9
96949,9,18
50882,9,5
104670,1,1
2770,1,10
53897,10,9
22531,9,6
105627,6,3
20386,10,22
113453,10,4
152301,9,34
28625,9,10
49784,10,88
45060,3,7
6392,10,5
4361,9,15
7030,10,34
122646,10,34
226667,1,6
201713,2,27
10649,9,133
200180,10,64
140213,10,25
105823,10,30
116675,5,19
119920,1,66
87671,7,81
153833,10,67
7293,2,3
132429,10,141
44522,5,3
19387,10,8
218472,10,44
196903,10,54
159760,1,17
109674,7,2
160810,10,131
178030,6,12
15919,4,2
57497,10,9
32205,10,190
232120,2,3
218304,9,10
182460,10,89
188274,2,8
171153,10,47
185657,10,19
15166,2,2
148876,7,10
123884,10,9
33182,10,41
155700,6,3
129414,8,1
102828,8,105
64070,8,8
125763,2,2
182014,9,4
117141,10,101
144505,1,6
197205,10,59
72989,2,6
18786,1,4
194509,10,66
81986,9,53
10346,9,10
171506,10,55
145869,10,86
178934,1,22
220166,10,90
144337,1,0
207639,10,11
89364,1,42
208527,9,11
35551,5,56
51983,10,76
164023,10,32
42973,8,4
76854,10,90
80215,1,7
175159,10,42
213386,9,113
42588,5,27
970,8,26
128914,9,34
162176,1,126
40250,10,80
48693,6,6
209550,9,8
188437,10,9
57129,10,109
218170,6,7
87035,10,29
203119,7,14
200616,10,62
48307,10,33
110922,9,30
65987,8,14
96143,10,45
153223,9,17
55500,10,160
164994,7,34
89383,6,49
92656,10,20
146739,1,23
184812,10,48
184058,9,10
169939,9,11
180964,1,14
90423,10,1
124511,3,7
55000,10,20
224845,5,12
157309,10,21
27407,1,19
168698,10,60
47010,10,108
118647,2,1
159982,3,14
145041,5,0
56248,9,24
138841,10,11
104397,8,0
208790,1,21
118778,10,21
73399,6,11
47961,9,5
9639,9,3
172969,10,35
119313,1,12
17680,3,5
91128,10,0
205645,4,7
95202,8,75
177057,9,5
214845,10,8
20442,8,32
115319,9,6
171233,8,26
163580,9,165
27366,7,13
160043,10,3
127046,10,50
174746,8,1
24216,9,76
69771,9,16
75411,1,1
227936,9,3
96325,7,85
65258,10,9
198523,9,57
89986,9,198
72343,9,6
8095,7,120
53617,10,6
135405,3,6
8359,10,45
23819,2,2
78865,1,20
183039,10,32
177511,9,15
198748,9,7
153510,9,35
72994,7,3
109338,10,7
211339,10,11
190850,1,32
228317,3,20
152707,8,85
208085,8,19
46002,10,29
98129,9,2
163590,7,108
